-5.432470000000000354e-01 -1.081150000000000055e+00 -1.133699999999999930e+00 -1.038249999999999895e+00 -1.171170000000000044e+00 -5.404369999999999452e-01 0.000000000000000000e+00 1.950042478092884890e-01 -5.951940000000000008e-01 1.018522270432986598e-02 0.000000000000000000e+00 nan 2.655814472785429370e-01 1.081326599780000064e-01 5.430882722330000051e-02 6.484918714510000404e-02 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.430139999999999967e-01 -1.087749999999999995e+00 -9.252050000000000551e-01 -9.803939999999999877e-01 -1.199750000000000094e+00 -5.407269999999999577e-01 1.964980050073172890e-05 1.846017213396170531e-01 -5.951940000000000008e-01 1.434292415197446768e-02 0.000000000000000000e+00 nan 2.711259006225374968e-01 7.085833476370000106e-02 5.163112647930000187e-02 8.376151011299999560e-02 1.308649999999999913e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.420960000000000223e-01 -8.304820000000000535e-01 -8.847979999999999734e-01 -1.181429999999999980e+00 -1.321919999999999984e+00 -5.370759999999999978e-01 1.584366731837261177e-03 1.744337033114523594e-01 -1.102209999999999912e+00 1.921845730565663324e-02 0.000000000000000000e+00 nan 2.753401608409353774e-01 7.085833476370000106e-02 5.163112647930000187e-02 8.376151011299999560e-02 1.308649999999999913e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.436830000000000274e-01 -1.252620000000000067e+00 -1.324950000000000072e+00 -1.119750000000000023e+00 -1.126339999999999897e+00 -5.358549999999999702e-01 4.859129708499110301e-03 1.647320452146402436e-01 -7.641989999999999617e-01 2.500289394711130431e-02 0.000000000000000000e+00 nan 2.781764786815291712e-01 4.969515673000000217e-02 4.605885779169999888e-02 1.027646166879999934e-01 5.627480000000000260e+00 2.342249999999999943e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.429939999999999767e-01 -1.009600000000000053e+00 -1.054000000000000048e+00 -1.129720000000000057e+00 -1.200599999999999890e+00 -5.359770000000000367e-01 8.488287636003177816e-03 1.557233144946562620e-01 -7.641989999999999617e-01 3.187700761837741759e-02 0.000000000000000000e+00 nan 2.796027175298498868e-01 4.969515673000000217e-02 4.605885779169999888e-02 1.027646166879999934e-01 5.627480000000000260e+00 2.342249999999999943e+01 -1.000000000000000000e+00 -1.000000000000000000e+00 8.366362727575656910e-01 9.590027700831025292e-01
-5.410129999999999661e-01 -7.005799999999999805e-01 -7.366129999999999622e-01 -9.988979999999999526e-01 -1.062740000000000018e+00 -5.322999999999999954e-01 1.255485254216437419e-02 1.476262274529163143e-01 -1.102209999999999912e+00 4.000922538533357997e-02 0.000000000000000000e+00 nan 2.796027175298498868e-01 4.674821190970000068e-02 4.553245036499999759e-02 8.254607690899999628e-02 2.266499999999999915e+01 2.614839999999999876e+01 2.691280000000000072e+01 -1.000000000000000000e+00 8.366362727575656910e-01 9.590027700831025292e-01
-5.400509999999999478e-01 -6.128160000000000274e-01 -6.506429999999999714e-01 -1.068019999999999969e+00 -1.098109999999999919e+00 -5.274820000000000064e-01 1.726203560103034551e-02 1.406491711036881309e-01 -1.102209999999999912e+00 4.955371949174069979e-02 0.000000000000000000e+00 nan 2.781764786815292823e-01 4.674821190970000068e-02 4.553245036499999759e-02 8.254607690899999628e-02 2.266499999999999915e+01 2.614839999999999876e+01 2.691280000000000072e+01 -1.000000000000000000e+00 8.626336675653569763e-01 9.196158818097877052e-01
-5.426130000000000120e-01 -9.072400000000000464e-01 -1.015759999999999996e+00 -1.041469999999999896e+00 -1.136689999999999978e+00 -5.269709999999999672e-01 2.281418455723960292e-02 1.349878420659512690e-01 -1.102209999999999912e+00 6.064866052611750380e-02 0.000000000000000000e+00 nan 2.753401608409353774e-01 4.970455762440000036e-02 4.538930038280000051e-02 7.954231857219999646e-02 1.830780000000000030e+01 3.032250000000000156e+01 3.214600000000000080e+01 3.680709999999999837e+01 8.626336675653569763e-01 9.196158818097877052e-01
-5.398020000000000040e-01 -5.887520000000000531e-01 -6.445239999999999858e-01 -9.723519999999999941e-01 -9.562399999999999789e-01 -5.313820000000000210e-01 2.940022992910806821e-02 1.308230292425083263e-01 -1.102209999999999912e+00 7.341465189376128464e-02 0.000000000000000000e+00 nan 2.711259006225374968e-01 4.970455762440000036e-02 4.538930038280000051e-02 7.954231857219999646e-02 1.830780000000000030e+01 3.032250000000000156e+01 3.214600000000000080e+01 3.680709999999999837e+01 8.481475871679138301e-01 9.332151431209602110e-01
-5.338399999999999812e-01 -3.091269999999999851e-01 -3.368599999999999928e-01 -9.514899999999999469e-01 -9.521110000000000406e-01 -5.353219999999999645e-01 3.719526004104212191e-02 1.283185654094761707e-01 -1.102209999999999912e+00 8.795336333197534273e-02 0.000000000000000000e+00 nan 2.655814472785429370e-01 1.164525709889999983e-01 3.783789059809999911e-02 8.193513125430000599e-02 1.769209999999999994e+01 3.115599999999999881e+01 3.697879999999999967e+01 5.205510000000000304e+01 8.481475871679138301e-01 9.332151431209602110e-01
-5.386999999999999567e-01 -5.182379999999999765e-01 -5.581920000000000215e-01 -1.125799999999999912e+00 -1.125199999999999978e+00 -5.324529999999999541e-01 4.636186295217070708e-02 1.276194709254687698e-01 -1.102209999999999912e+00 1.043463789513209283e-01 0.000000000000000000e+00 nan 2.587696216807904293e-01 1.164525709889999983e-01 3.783789059809999911e-02 8.193513125430000599e-02 1.769209999999999994e+01 3.115599999999999881e+01 3.697879999999999967e+01 5.205510000000000304e+01 7.673805701129925438e-01 9.092963988919667839e-01
-5.435440000000000271e-01 -1.219850000000000101e+00 -1.178800000000000070e+00 -9.566850000000000076e-01 -1.052769999999999984e+00 -5.329169999999999741e-01 5.704502299321312364e-02 1.288503105929867942e-01 4.188399999999999901e-01 1.226542728550442662e-01 0.000000000000000000e+00 nan 2.507676045351695526e-01 1.895118134790000075e-01 3.658452396359999914e-02 1.030341607230000067e-01 3.076739999999999853e+01 4.540809999999999746e+01 5.129189999999999827e+01 5.593469999999999942e+01 7.673805701129925438e-01 9.092963988919667839e-01
-5.432879999999999932e-01 -1.113369999999999971e+00 -1.100629999999999997e+00 -1.099210000000000020e+00 -1.172369999999999912e+00 -5.263600000000000501e-01 6.937071512965842235e-02 1.321137822894311586e-01 4.188399999999999901e-01 1.429159228102832024e-01 0.000000000000000000e+00 nan 2.416660618933843541e-01 1.895118134790000075e-01 3.658452396359999914e-02 1.030341607230000067e-01 3.076739999999999853e+01 4.540809999999999746e+01 5.129189999999999827e+01 5.593469999999999942e+01 5.184635424555451566e-01 8.039519852262233535e-01
-5.353639999999999510e-01 -3.574530000000000207e-01 -4.036690000000000000e-01 -1.001360000000000028e+00 -1.101250000000000062e+00 -4.720809999999999729e-01 8.344858305276448007e-02 1.374895533591167229e-01 -1.102209999999999912e+00 1.651480697474310144e-01 0.000000000000000000e+00 nan 2.315681178703580256e-01 3.018260269529999817e-01 3.215652279629999805e-02 1.048846902969999967e-01 3.272800000000000153e+01 5.682549999999999812e+01 6.199150000000000205e+01 7.013020000000000209e+01 5.184635424555451566e-01 8.039519852262233535e-01
-5.324309999999999876e-01 -2.531700000000000061e-01 -3.268900000000000139e-01 -9.359349999999999614e-01 -9.518290000000000362e-01 -4.028479999999999839e-01 9.936766042617684036e-02 1.450333579504273773e-01 -1.102209999999999912e+00 1.893451280787044055e-01 0.000000000000000000e+00 nan 2.205881862068053145e-01 3.018260269529999817e-01 3.215652279629999805e-02 1.048846902969999967e-01 3.272800000000000153e+01 5.682549999999999812e+01 6.199150000000000205e+01 7.013020000000000209e+01 2.368422646996456438e-01 6.638855032317636518e-01
-5.334959999999999702e-01 -2.863760000000000194e-01 -3.552350000000000230e-01 -9.561079999999999579e-01 -1.014000000000000012e+00 -1.319049999999999945e-01 1.171884848368033305e-01 1.547763655256452209e-01 -1.102209999999999912e+00 2.154792489850867465e-01 0.000000000000000000e+00 nan 2.088506739158321190e-01 2.701870565780000177e-01 3.729680543769999662e-02 1.172002740910000063e-01 2.426350000000000051e+01 6.741899999999999693e+01 7.581690000000000396e+01 7.512120000000000175e+01 2.368422646996456438e-01 6.638855032317636518e-01
-2.540629999999999833e-01 7.405640000000000001e-01 8.748789999999999623e-01 9.189310000000000533e-01 1.121289999999999898e+00 7.802190000000000514e-02 1.369474161924952860e-01 1.667248276984869548e-01 -5.951940000000000008e-01 2.435006359545739407e-01 0.000000000000000000e+00 nan 1.964885717017672562e-01 2.701870565780000177e-01 3.729680543769999662e-02 1.172002740910000063e-01 2.426350000000000051e+01 6.741899999999999693e+01 7.581690000000000396e+01 7.512120000000000175e+01 2.424101057223349009e-01 6.653333333333333321e-01
3.544709999999999805e-01 1.151489999999999903e+00 1.270000000000000018e+00 3.874420000000000086e-01 6.853679999999999772e-01 1.417940000000000034e-01 1.586606426204236753e-01 1.808600074008239744e-01 -4.261880000000000113e-01 2.733381089965539745e-01 0.000000000000000000e+00 nan 1.836419471223414979e-01 2.157735667260000101e-01 3.008130289340000055e-02 1.101108204329999951e-01 3.832840000000000202e+01 8.092480000000000473e+01 9.576760000000000161e+01 9.421080000000000609e+01 2.424101057223349009e-01 6.653333333333333321e-01
